wd_plnt_nm,wd_plnt_idntfr,region_nm,region_type,woody_herbal,acquisition_term
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,제주특별자치도 서귀포시 성산읍,평지,2,8
메밀,9,안덕계곡,평지,2,7
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
메밀,9,동광리,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
큰조롱,22,농산물원종장,평지,2,10
